EmployeeID,Name,Department,Role,Tenure,JobSatisfaction,WorkLifeBalance,ManagerSupport,CareerGrowth,StressLevel,AttritionRisk,RiskBand
E0718,Employee_718,Sales,Entry Level,5,1,2,3,5,2,56.67,Medium
E0719,Employee_719,HR,Senior Staff,9,2,4,2,2,5,71.67,High
E0720,Employee_720,HR,Executive,3,3,2,3,1,3,63.33,Medium
E0721,Employee_721,Marketing,Executive,6,5,2,2,4,2,45.83,Medium
E0722,Employee_722,HR,Staff,6,3,3,5,4,1,35.83,Low
E0723,Employee_723,Operations,Manager,1,3,4,3,2,1,44.17,Medium
E0724,Employee_724,Marketing,Staff,2,5,5,3,5,5,45.0,Medium
E0725,Employee_725,Marketing,Senior Staff,0,5,2,3,1,3,55.0,Medium
E0726,Employee_726,IT,Staff,7,4,3,2,4,2,46.67,Medium
E0727,Employee_727,HR,Executive,8,4,4,4,1,2,44.17,Medium
E0728,Employee_728,IT,Executive,3,3,4,5,4,1,32.5,Low
E0729,Employee_729,Finance,Entry Level,5,3,1,3,5,5,66.67,Medium
E0730,Employee_730,Sales,Entry Level,8,1,1,4,4,1,54.17,Medium
E0731,Employee_731,Marketing,Senior Staff,5,1,2,5,4,1,47.5,Medium
E0732,Employee_732,Finance,Manager,8,4,1,5,3,5,60.83,Medium
E0733,Employee_733,Finance,Staff,3,4,2,3,5,3,49.17,Medium
E0734,Employee_734,Operations,Senior Staff,7,1,5,3,2,2,54.17,Medium
E0735,Employee_735,Sales,Entry Level,8,1,2,2,2,3,72.5,High
E0736,Employee_736,Finance,Staff,3,2,1,4,5,4,62.5,Medium
E0737,Employee_737,Finance,Entry Level,4,2,5,4,2,4,56.67,Medium
E0738,Employee_738,Sales,Staff,7,1,1,3,5,4,70.0,High
E0739,Employee_739,Sales,Manager,9,2,2,5,2,5,68.33,Medium
E0740,Employee_740,Finance,Senior Staff,5,5,3,3,3,1,36.67,Low
E0741,Employee_741,Sales,Staff,6,4,4,5,2,3,43.33,Medium
E0742,Employee_742,Finance,Executive,2,4,1,5,4,2,43.33,Medium
E0743,Employee_743,Finance,Executive,6,1,2,3,5,4,66.67,Medium
E0744,Employee_744,Operations,Staff,7,3,5,1,1,3,60.0,Medium
E0745,Employee_745,HR,Staff,9,1,1,4,1,4,76.67,High
E0746,Employee_746,Finance,Staff,5,2,1,5,5,4,59.17,Medium
E0747,Employee_747,IT,Executive,9,3,4,5,3,2,40.0,Medium
E0748,Employee_748,Marketing,Executive,8,2,2,1,2,5,81.67,High
E0749,Employee_749,HR,Staff,5,5,3,2,3,1,40.0,Medium
E0750,Employee_750,HR,Entry Level,8,2,5,1,1,5,74.17,High
E0751,Employee_751,HR,Entry Level,3,5,2,1,5,3,51.67,Medium
E0752,Employee_752,Operations,Manager,7,5,5,5,5,5,38.33,Low
E0753,Employee_753,Finance,Senior Staff,10,2,1,4,3,3,62.5,Medium
E0754,Employee_754,Operations,Entry Level,3,2,4,1,3,3,62.5,Medium
E0755,Employee_755,Finance,Executive,1,5,4,2,2,1,39.17,Low
E0756,Employee_756,Operations,Entry Level,9,3,3,3,4,2,47.5,Medium
E0757,Employee_757,Operations,Manager,10,5,4,1,4,1,37.5,Low
E0758,Employee_758,Marketing,Manager,8,4,1,1,2,5,76.67,High
E0759,Employee_759,IT,Senior Staff,4,5,3,2,4,3,47.5,Medium
E0760,Employee_760,Operations,Entry Level,3,3,2,4,1,4,65.0,Medium
E0761,Employee_761,Marketing,Executive,1,4,4,1,4,4,56.67,Medium
E0762,Employee_762,Sales,Executive,0,1,3,1,2,3,72.5,High
E0763,Employee_763,IT,Staff,10,1,1,4,4,1,54.17,Medium
E0764,Employee_764,Operations,Executive,6,3,5,2,5,2,41.67,Medium
E0765,Employee_765,HR,Senior Staff,5,5,5,1,3,1,36.67,Low
E0766,Employee_766,Sales,Senior Staff,1,2,1,4,1,3,67.5,Medium
E0767,Employee_767,Sales,Executive,7,3,1,1,5,3,63.33,Medium
E0768,Employee_768,Marketing,Executive,10,4,5,3,5,2,34.17,Low
E0769,Employee_769,Sales,Staff,3,4,3,5,2,5,56.67,Medium
E0770,Employee_770,IT,Executive,7,1,5,3,3,5,66.67,Medium
E0771,Employee_771,Operations,Staff,6,4,1,1,3,2,59.17,Medium
E0772,Employee_772,Operations,Staff,4,3,4,2,1,5,70.0,High
E0773,Employee_773,HR,Executive,9,4,2,5,2,4,55.0,Medium
E0774,Employee_774,Marketing,Manager,9,3,4,3,1,5,66.67,Medium
E0775,Employee_775,HR,Manager,7,2,4,4,4,5,60.0,Medium
E0776,Employee_776,Sales,Staff,8,1,1,2,5,5,78.33,High
E0777,Employee_777,HR,Executive,4,4,5,3,1,4,54.17,Medium
E0778,Employee_778,IT,Manager,9,3,3,4,5,5,56.67,Medium
E0779,Employee_779,Operations,Executive,4,5,4,1,2,4,57.5,Medium
E0780,Employee_780,Sales,Executive,1,1,5,4,4,2,45.83,Medium
E0781,Employee_781,HR,Executive,4,2,3,3,2,1,51.67,Medium
E0782,Employee_782,Marketing,Entry Level,2,3,4,3,4,2,44.17,Medium
E0783,Employee_783,IT,Executive,6,2,3,1,4,1,53.33,Medium
E0784,Employee_784,IT,Entry Level,9,2,5,4,5,2,39.17,Low
E0785,Employee_785,HR,Staff,4,4,2,4,2,1,43.33,Medium
E0786,Employee_786,Operations,Manager,7,4,5,1,2,1,43.33,Medium
E0787,Employee_787,HR,Manager,0,3,1,4,1,3,63.33,Medium
E0788,Employee_788,Sales,Manager,2,5,3,1,2,1,45.83,Medium
E0789,Employee_789,HR,Manager,2,3,2,2,1,1,56.67,Medium
E0790,Employee_790,IT,Manager,8,5,3,3,3,3,46.67,Medium
E0791,Employee_791,HR,Manager,4,2,3,2,3,5,72.5,High
E0792,Employee_792,Operations,Manager,8,1,4,5,3,5,63.33,Medium
E0793,Employee_793,Marketing,Staff,8,3,1,5,2,3,57.5,Medium
E0794,Employee_794,Finance,Executive,0,3,3,5,2,4,55.83,Medium
E0795,Employee_795,HR,Senior Staff,1,5,5,1,1,1,41.67,Medium
E0796,Employee_796,Operations,Entry Level,4,2,5,4,4,1,36.67,Low
E0797,Employee_797,Operations,Senior Staff,3,2,4,2,1,3,64.17,Medium
E0798,Employee_798,Marketing,Senior Staff,9,5,1,2,3,3,56.67,Medium
E0799,Employee_799,IT,Executive,8,2,1,2,1,4,79.17,High
E0800,Employee_800,Operations,Executive,6,4,5,2,4,5,55.0,Medium
E0801,Employee_801,Operations,Executive,5,1,2,5,2,2,57.5,Medium
E0802,Employee_802,Operations,Manager,6,3,4,2,1,5,70.0,High
E0803,Employee_803,Operations,Staff,0,1,4,4,3,1,46.67,Medium
E0804,Employee_804,Sales,Manager,0,3,5,5,3,3,41.67,Medium
E0805,Employee_805,Sales,Staff,7,4,5,2,2,4,55.0,Medium
E0806,Employee_806,IT,Staff,1,2,2,1,1,5,84.17,High
E0807,Employee_807,HR,Senior Staff,9,5,2,3,4,4,52.5,Medium
E0808,Employee_808,Operations,Senior Staff,10,4,1,3,2,5,70.0,High
E0809,Employee_809,Marketing,Staff,8,1,4,3,1,1,55.0,Medium
E0810,Employee_810,HR,Staff,6,5,4,5,5,2,26.67,Low
E0811,Employee_811,Marketing,Manager,5,2,5,2,3,4,60.83,Medium
E0812,Employee_812,HR,Manager,0,4,1,5,4,4,53.33,Medium
E0813,Employee_813,IT,Senior Staff,0,5,4,4,4,2,32.5,Low
E0814,Employee_814,Operations,Executive,1,4,1,1,4,4,66.67,Medium
E0815,Employee_815,Operations,Staff,5,4,1,1,3,4,69.17,Medium
E0816,Employee_816,Finance,Manager,5,2,5,3,1,5,67.5,Medium
E0817,Employee_817,Marketing,Senior Staff,1,3,1,3,2,5,74.17,High
E0818,Employee_818,HR,Manager,0,5,2,3,1,2,50.0,Medium
E0819,Employee_819,HR,Staff,9,2,2,2,2,1,58.33,Medium
E0820,Employee_820,Sales,Staff,4,4,3,4,4,4,50.0,Medium
E0821,Employee_821,Finance,Entry Level,4,2,5,4,1,1,44.17,Medium
E0822,Employee_822,Sales,Executive,1,3,3,4,4,2,44.17,Medium
E0823,Employee_823,Sales,Entry Level,5,5,2,4,5,2,36.67,Low
E0824,Employee_824,Sales,Senior Staff,8,3,3,3,4,5,62.5,Medium
E0825,Employee_825,Marketing,Manager,1,1,5,1,4,4,65.83,Medium
E0826,Employee_826,Marketing,Senior Staff,9,5,5,3,2,3,42.5,Medium
E0827,Employee_827,IT,Staff,1,3,1,4,5,2,48.33,Medium
E0828,Employee_828,IT,Entry Level,2,4,4,3,4,4,50.0,Medium
E0829,Employee_829,Sales,Entry Level,6,5,1,4,4,1,37.5,Low
E0830,Employee_830,Finance,Entry Level,5,5,5,5,5,5,38.33,Low
E0831,Employee_831,HR,Senior Staff,7,2,2,1,5,1,54.17,Medium
E0832,Employee_832,Marketing,Staff,7,4,2,5,1,2,47.5,Medium
E0833,Employee_833,Finance,Manager,5,1,1,2,2,2,70.83,High
E0834,Employee_834,Operations,Manager,10,3,5,3,5,1,33.33,Low
E0835,Employee_835,Marketing,Senior Staff,9,2,2,2,5,2,55.83,Medium
E0836,Employee_836,Marketing,Entry Level,2,3,5,3,3,4,53.33,Medium
E0837,Employee_837,IT,Executive,2,1,2,5,5,2,50.0,Medium
E0838,Employee_838,HR,Senior Staff,0,1,5,4,2,5,65.83,Medium
E0839,Employee_839,HR,Senior Staff,6,5,3,4,4,4,45.83,Medium
E0840,Employee_840,Operations,Staff,4,1,5,3,4,3,54.17,Medium
E0841,Employee_841,Operations,Manager,3,3,5,4,4,2,37.5,Low
E0842,Employee_842,Marketing,Senior Staff,9,4,1,5,4,2,43.33,Medium
E0843,Employee_843,Sales,Senior Staff,3,4,3,4,3,5,57.5,Medium
E0844,Employee_844,IT,Entry Level,3,5,4,5,5,5,41.67,Medium
E0845,Employee_845,IT,Entry Level,5,3,1,2,4,1,52.5,Medium
E0846,Employee_846,Marketing,Executive,7,3,4,5,1,1,40.0,Medium
E0847,Employee_847,Finance,Staff,7,1,2,1,4,1,60.83,Medium
E0848,Employee_848,Sales,Executive,4,3,4,1,5,5,63.33,Medium
E0849,Employee_849,Marketing,Entry Level,5,2,5,1,4,1,46.67,Medium
E0850,Employee_850,Sales,Manager,3,1,4,3,3,1,50.0,Medium
E0851,Employee_851,Sales,Entry Level,10,2,1,3,2,3,68.33,Medium
E0852,Employee_852,Sales,Staff,8,5,1,3,2,1,45.83,Medium
E0853,Employee_853,Marketing,Entry Level,7,4,4,5,5,2,30.83,Low
E0854,Employee_854,IT,Staff,9,5,1,3,2,5,65.83,Medium
E0855,Employee_855,IT,Staff,9,4,1,2,2,4,68.33,Medium
E0856,Employee_856,Sales,Staff,0,5,4,1,1,3,55.0,Medium
E0857,Employee_857,Finance,Staff,1,3,3,5,5,5,53.33,Medium
E0858,Employee_858,HR,Staff,8,2,3,1,5,5,70.83,High
E0859,Employee_859,Marketing,Manager,7,4,2,3,2,2,51.67,Medium
E0860,Employee_860,HR,Executive,2,1,1,5,2,1,55.83,Medium
E0861,Employee_861,Finance,Senior Staff,7,2,4,4,2,2,50.0,Medium
E0862,Employee_862,Marketing,Executive,0,1,1,2,3,1,63.33,Medium
E0863,Employee_863,Sales,Staff,9,2,5,3,4,1,40.0,Medium
E0864,Employee_864,IT,Manager,3,2,1,3,3,5,75.83,High
E0865,Employee_865,HR,Entry Level,2,5,1,2,5,1,41.67,Medium
E0866,Employee_866,Operations,Manager,5,4,3,2,1,3,59.17,Medium
E0867,Employee_867,Operations,Staff,6,4,4,4,4,3,41.67,Medium
E0868,Employee_868,Finance,Manager,3,2,1,3,1,3,70.83,High
E0869,Employee_869,Sales,Manager,6,3,3,3,5,5,60.0,Medium
E0870,Employee_870,HR,Staff,8,3,2,1,5,2,55.0,Medium
E0871,Employee_871,Sales,Manager,10,1,3,5,1,4,66.67,Medium
E0872,Employee_872,HR,Senior Staff,1,1,3,5,1,1,51.67,Medium
E0873,Employee_873,Finance,Senior Staff,10,5,3,1,1,4,63.33,Medium
E0874,Employee_874,Finance,Manager,2,2,1,5,5,2,49.17,Medium
E0875,Employee_875,Operations,Entry Level,4,1,1,2,2,2,70.83,High
E0876,Employee_876,Sales,Staff,2,1,2,5,1,5,75.0,High
E0877,Employee_877,Marketing,Senior Staff,10,2,5,5,4,3,43.33,Medium
E0878,Employee_878,Operations,Entry Level,7,5,5,1,5,3,41.67,Medium
E0879,Employee_879,Sales,Manager,9,1,5,4,3,2,48.33,Medium
E0880,Employee_880,Operations,Entry Level,7,5,2,5,3,5,53.33,Medium
E0881,Employee_881,Marketing,Executive,7,4,5,5,4,5,45.0,Medium
E0882,Employee_882,IT,Senior Staff,8,5,5,4,2,1,29.17,Low
E0883,Employee_883,IT,Manager,3,3,3,1,1,3,66.67,Medium
E0884,Employee_884,IT,Staff,4,3,1,4,5,2,48.33,Medium
E0885,Employee_885,IT,Manager,4,5,1,1,1,4,70.0,High
E0886,Employee_886,HR,Staff,7,3,3,2,5,3,53.33,Medium
E0887,Employee_887,IT,Manager,6,4,3,1,3,1,47.5,Medium
E0888,Employee_888,Marketing,Entry Level,8,2,3,2,1,5,77.5,High
E0889,Employee_889,Finance,Entry Level,7,3,1,2,4,2,57.5,Medium
E0890,Employee_890,Finance,Entry Level,1,3,5,1,2,3,57.5,Medium
E0891,Employee_891,HR,Executive,9,5,3,3,4,4,49.17,Medium
E0892,Employee_892,IT,Staff,3,4,2,1,2,1,53.33,Medium
E0893,Employee_893,IT,Entry Level,5,2,3,5,1,1,47.5,Medium
E0894,Employee_894,IT,Executive,1,5,4,5,1,3,41.67,Medium
E0895,Employee_895,Operations,Staff,6,5,3,3,2,4,54.17,Medium
E0896,Employee_896,Sales,Manager,2,4,1,2,3,1,50.83,Medium
E0897,Employee_897,Operations,Executive,2,2,3,3,5,2,49.17,Medium
E0898,Employee_898,Sales,Senior Staff,10,4,4,5,4,1,28.33,Low
E0899,Employee_899,IT,Executive,1,2,2,3,4,4,65.0,Medium
E0900,Employee_900,IT,Executive,10,4,5,1,4,5,58.33,Medium
E0901,Employee_901,Operations,Staff,7,5,3,3,1,5,61.67,Medium
E0902,Employee_902,Operations,Manager,5,5,4,2,4,3,44.17,Medium
E0903,Employee_903,Sales,Senior Staff,0,1,4,1,5,4,66.67,Medium
E0904,Employee_904,Finance,Entry Level,0,3,2,4,5,1,40.0,Medium
E0905,Employee_905,Sales,Entry Level,6,4,1,5,2,1,43.33,Medium
E0906,Employee_906,Operations,Executive,7,1,3,5,1,5,71.67,High
E0907,Employee_907,Marketing,Staff,4,3,4,3,5,5,56.67,Medium
E0908,Employee_908,Operations,Staff,10,4,2,1,3,2,55.83,Medium
E0909,Employee_909,Marketing,Entry Level,4,2,5,4,1,5,64.17,Medium
E0910,Employee_910,HR,Senior Staff,3,3,4,1,1,2,58.33,Medium
E0911,Employee_911,Operations,Manager,5,5,2,5,5,1,28.33,Low
E0912,Employee_912,HR,Senior Staff,5,1,1,1,3,2,71.67,High
E0913,Employee_913,Finance,Manager,2,3,1,4,2,2,55.83,Medium
E0914,Employee_914,Sales,Entry Level,8,3,4,3,5,3,46.67,Medium
E0915,Employee_915,Marketing,Manager,10,5,4,2,3,5,56.67,Medium
E0916,Employee_916,Sales,Staff,6,4,3,1,1,2,57.5,Medium
E0917,Employee_917,HR,Executive,0,2,2,2,3,1,55.83,Medium
E0918,Employee_918,Marketing,Executive,6,5,4,5,1,4,46.67,Medium
E0919,Employee_919,Sales,Entry Level,4,2,3,3,5,2,49.17,Medium
E0920,Employee_920,Operations,Staff,4,4,3,3,5,5,55.83,Medium
E0921,Employee_921,IT,Senior Staff,1,3,4,1,4,3,55.83,Medium
E0922,Employee_922,HR,Staff,3,2,1,3,4,1,53.33,Medium
E0923,Employee_923,Sales,Executive,5,1,2,1,4,3,70.83,High
E0924,Employee_924,HR,Executive,9,1,2,1,5,4,73.33,High
E0925,Employee_925,HR,Staff,10,5,1,2,2,2,54.17,Medium
E0926,Employee_926,Marketing,Staff,6,4,4,3,5,2,37.5,Low
E0927,Employee_927,Marketing,Executive,10,5,2,1,3,5,66.67,Medium
E0928,Employee_928,IT,Senior Staff,4,5,4,2,5,2,36.67,Low
E0929,Employee_929,Operations,Entry Level,8,5,4,4,5,1,25.0,Low
E0930,Employee_930,HR,Entry Level,2,1,3,2,1,4,76.67,High
E0931,Employee_931,Sales,Staff,0,1,1,2,1,3,78.33,High
E0932,Employee_932,Finance,Entry Level,3,5,4,1,1,4,60.0,Medium
E0933,Employee_933,HR,Executive,8,1,5,5,5,2,40.0,Medium
E0934,Employee_934,HR,Executive,3,4,1,5,2,3,53.33,Medium
E0935,Employee_935,IT,Staff,1,5,2,5,3,5,53.33,Medium
E0936,Employee_936,Operations,Staff,9,1,3,2,3,4,71.67,High
E0937,Employee_937,Finance,Staff,4,2,2,1,2,3,71.67,High
E0938,Employee_938,Marketing,Senior Staff,2,5,2,3,2,3,52.5,Medium
E0939,Employee_939,Marketing,Entry Level,8,5,1,2,3,3,56.67,Medium
E0940,Employee_940,Sales,Staff,3,4,2,2,4,1,45.0,Medium
E0941,Employee_941,Finance,Manager,5,3,4,1,1,4,68.33,Medium
E0942,Employee_942,Marketing,Manager,1,3,2,4,1,3,60.0,Medium
E0943,Employee_943,Sales,Executive,5,4,3,2,3,4,59.17,Medium
E0944,Employee_944,Operations,Entry Level,2,4,3,4,2,3,50.0,Medium
E0945,Employee_945,Sales,Staff,8,4,5,4,4,5,48.33,Medium
E0946,Employee_946,Marketing,Manager,10,3,3,5,3,5,58.33,Medium
E0947,Employee_947,IT,Entry Level,1,4,2,1,1,5,75.83,High
E0948,Employee_948,IT,Executive,8,1,3,4,5,2,50.0,Medium
E0949,Employee_949,IT,Senior Staff,4,5,1,1,2,3,62.5,Medium
E0950,Employee_950,Marketing,Entry Level,7,5,3,5,5,2,30.0,Low
E0951,Employee_951,IT,Entry Level,1,2,4,1,3,4,67.5,Medium
E0952,Employee_952,Finance,Senior Staff,5,2,1,2,1,2,69.17,Medium
E0953,Employee_953,Operations,Entry Level,2,5,5,4,4,4,39.17,Low
E0954,Employee_954,Sales,Executive,9,1,4,1,5,4,66.67,Medium
E0955,Employee_955,Sales,Executive,4,3,2,3,4,4,60.83,Medium
E0956,Employee_956,Marketing,Senior Staff,7,3,2,1,1,2,65.0,Medium
E0957,Employee_957,IT,Staff,9,1,2,4,5,3,58.33,Medium
E0958,Employee_958,IT,Manager,0,3,4,5,4,2,37.5,Low
E0959,Employee_959,HR,Staff,4,4,4,5,4,3,38.33,Low
E0960,Employee_960,Operations,Entry Level,2,5,4,4,5,3,35.0,Low
E0961,Employee_961,Finance,Manager,3,5,1,2,1,4,66.67,Medium
E0962,Employee_962,Sales,Senior Staff,1,1,1,2,4,2,65.83,Medium
E0963,Employee_963,HR,Senior Staff,8,3,2,5,3,3,51.67,Medium
E0964,Employee_964,HR,Manager,2,2,3,5,5,5,57.5,Medium
E0965,Employee_965,Marketing,Executive,1,2,2,4,2,3,61.67,Medium
E0966,Employee_966,Sales,Manager,9,3,5,2,2,5,64.17,Medium
E0967,Employee_967,Marketing,Entry Level,10,2,1,5,1,2,59.17,Medium
E0968,Employee_968,Finance,Executive,8,1,4,2,3,2,58.33,Medium
E0969,Employee_969,HR,Senior Staff,6,1,1,5,4,2,55.83,Medium
E0970,Employee_970,HR,Manager,5,3,4,1,2,3,60.83,Medium
E0971,Employee_971,Operations,Staff,0,2,5,3,1,1,47.5,Medium
E0972,Employee_972,Finance,Staff,4,1,5,1,3,3,63.33,Medium
E0973,Employee_973,HR,Entry Level,10,1,1,5,3,3,63.33,Medium
E0974,Employee_974,Finance,Staff,10,4,4,3,1,4,57.5,Medium
E0975,Employee_975,Sales,Manager,2,4,5,3,1,4,54.17,Medium
E0976,Employee_976,IT,Manager,0,1,2,5,4,3,57.5,Medium
E0977,Employee_977,HR,Staff,3,3,2,5,1,5,66.67,Medium
E0978,Employee_978,Operations,Manager,1,5,4,2,4,4,49.17,Medium
E0979,Employee_979,Sales,Entry Level,1,5,1,5,4,3,44.17,Medium
E0980,Employee_980,Finance,Executive,2,1,5,4,5,1,38.33,Low
E0981,Employee_981,Marketing,Entry Level,7,1,1,5,3,5,73.33,High
E0982,Employee_982,Sales,Entry Level,7,1,2,4,3,2,58.33,Medium
E0983,Employee_983,HR,Manager,6,3,5,5,3,3,41.67,Medium
E0984,Employee_984,Finance,Executive,5,4,1,2,5,3,55.83,Medium
E0985,Employee_985,IT,Manager,8,1,3,4,4,5,67.5,Medium
E0986,Employee_986,Sales,Senior Staff,3,1,4,1,4,4,69.17,Medium
E0987,Employee_987,HR,Manager,0,2,4,4,1,4,62.5,Medium
E0988,Employee_988,Operations,Manager,7,3,3,2,5,4,58.33,Medium
E0989,Employee_989,Marketing,Manager,6,1,2,4,1,2,63.33,Medium
E0990,Employee_990,Finance,Executive,6,2,5,5,5,5,50.83,Medium
E0991,Employee_991,Sales,Manager,2,5,4,5,1,5,51.67,Medium
E0992,Employee_992,Sales,Executive,3,1,3,2,2,4,74.17,High
E0993,Employee_993,IT,Staff,9,1,3,3,3,4,68.33,Medium
E0994,Employee_994,IT,Senior Staff,8,2,2,5,3,1,45.83,Medium
E0995,Employee_995,Operations,Executive,5,3,2,1,4,1,52.5,Medium
E0996,Employee_996,Marketing,Staff,4,1,1,2,2,3,75.83,High
E0997,Employee_997,Operations,Executive,2,5,4,4,3,3,40.0,Medium
E0998,Employee_998,HR,Executive,8,1,1,4,4,5,74.17,High
E0999,Employee_999,HR,Senior Staff,4,5,3,1,2,5,65.83,Medium
E1000,Employee_1000,Operations,Entry Level,4,4,5,5,3,2,32.5,Low
E0001,Employee_1,Finance,Entry Level,4,4,4,5,2,1,33.33,Low
E0002,Employee_2,Operations,Staff,8,4,5,2,1,5,62.5,Medium
E0003,Employee_3,IT,Senior Staff,9,4,3,5,5,2,34.17,Low
E0004,Employee_4,Operations,Executive,1,1,1,5,2,4,70.83,High
E0005,Employee_5,Operations,Senior Staff,1,1,1,5,4,2,55.83,Medium
E0006,Employee_6,Sales,Senior Staff,5,3,4,3,2,4,59.17,Medium
E0007,Employee_7,IT,Entry Level,8,4,5,5,3,2,32.5,Low
E0008,Employee_8,IT,Staff,0,5,1,5,2,4,54.17,Medium
E0009,Employee_9,IT,Manager,8,2,1,5,3,3,59.17,Medium
E0010,Employee_10,Operations,Staff,8,3,3,1,2,1,54.17,Medium
E0011,Employee_11,Finance,Staff,8,1,2,3,3,3,66.67,Medium
E0012,Employee_12,IT,Senior Staff,4,3,4,2,4,1,42.5,Medium
E0013,Employee_13,Marketing,Staff,8,3,4,1,5,3,53.33,Medium
E0014,Employee_14,Operations,Executive,10,3,2,4,3,3,55.0,Medium
E0015,Employee_15,Sales,Senior Staff,3,3,1,3,3,2,56.67,Medium
E0016,Employee_16,Finance,Executive,1,2,3,3,4,5,66.67,Medium
E0017,Employee_17,Marketing,Manager,5,4,3,4,3,4,52.5,Medium
E0018,Employee_18,Marketing,Senior Staff,3,5,4,4,1,4,50.0,Medium
E0019,Employee_19,Sales,Manager,5,3,3,4,4,4,54.17,Medium
E0020,Employee_20,Finance,Senior Staff,2,3,2,2,1,1,56.67,Medium
E0021,Employee_21,Operations,Entry Level,5,3,1,5,4,4,57.5,Medium
E0022,Employee_22,HR,Staff,1,4,2,3,3,4,59.17,Medium
E0023,Employee_23,Finance,Entry Level,1,1,5,5,1,2,50.0,Medium
E0024,Employee_24,Sales,Manager,8,1,4,5,3,3,53.33,Medium
E0025,Employee_25,Marketing,Staff,6,2,3,4,4,4,58.33,Medium
E0026,Employee_26,Operations,Senior Staff,2,1,5,2,3,5,70.0,High
E0027,Employee_27,Finance,Staff,10,3,3,1,1,4,71.67,High
E0028,Employee_28,HR,Executive,0,3,1,2,1,1,60.0,Medium
E0029,Employee_29,HR,Staff,7,3,1,5,3,1,45.0,Medium
E0030,Employee_30,IT,Executive,5,2,1,2,2,1,61.67,Medium
E0031,Employee_31,IT,Staff,6,3,3,4,4,4,54.17,Medium
E0032,Employee_32,Sales,Executive,8,1,5,1,4,2,55.83,Medium
E0033,Employee_33,Finance,Manager,4,4,1,4,3,5,64.17,Medium
E0034,Employee_34,Finance,Entry Level,0,4,5,1,2,4,58.33,Medium
E0035,Employee_35,Marketing,Senior Staff,9,5,3,5,1,2,40.0,Medium
E0036,Employee_36,Marketing,Staff,6,1,5,1,5,2,53.33,Medium
E0037,Employee_37,Marketing,Entry Level,4,3,3,1,5,4,61.67,Medium
E0038,Employee_38,IT,Senior Staff,2,4,3,1,3,4,62.5,Medium
E0039,Employee_39,Finance,Senior Staff,8,1,4,2,2,2,60.83,Medium
E0040,Employee_40,Finance,Executive,0,4,3,2,2,2,51.67,Medium
E0041,Employee_41,HR,Manager,0,3,3,5,4,2,40.83,Medium
E0042,Employee_42,IT,Manager,0,4,2,1,1,4,70.83,High
E0043,Employee_43,Operations,Entry Level,2,5,1,3,2,2,50.83,Medium
E0044,Employee_44,IT,Manager,5,5,4,5,5,1,21.67,Low
E0045,Employee_45,Operations,Staff,9,4,4,1,1,4,64.17,Medium
E0046,Employee_46,HR,Manager,10,1,4,1,1,1,61.67,Medium
E0047,Employee_47,Sales,Entry Level,2,1,2,2,3,3,70.0,High
E0048,Employee_48,Finance,Manager,7,1,3,5,2,4,64.17,Medium
E0049,Employee_49,HR,Staff,9,4,1,1,3,3,64.17,Medium
E0050,Employee_50,Finance,Executive,1,1,5,1,2,2,60.83,Medium
E0051,Employee_51,Marketing,Entry Level,8,3,3,5,4,2,40.83,Medium
E0052,Employee_52,Sales,Executive,2,5,2,3,3,5,60.0,Medium
E0053,Employee_53,Sales,Executive,4,3,3,5,3,2,43.33,Medium
E0054,Employee_54,HR,Executive,9,1,3,5,5,3,51.67,Medium
E0055,Employee_55,Sales,Senior Staff,7,3,2,3,3,2,53.33,Medium
E0056,Employee_56,Operations,Senior Staff,1,1,4,5,2,4,60.83,Medium
E0057,Employee_57,Sales,Executive,5,4,4,1,5,2,44.17,Medium
E0058,Employee_58,Finance,Entry Level,4,3,1,5,3,5,65.0,Medium
E0059,Employee_59,Finance,Staff,9,4,1,3,3,2,52.5,Medium
E0060,Employee_60,Finance,Staff,8,4,4,4,4,3,41.67,Medium
E0061,Employee_61,Finance,Manager,4,2,5,5,3,3,45.83,Medium
E0062,Employee_62,Operations,Entry Level,1,1,3,2,1,2,66.67,Medium
E0063,Employee_63,IT,Senior Staff,4,5,5,1,5,3,41.67,Medium
E0064,Employee_64,Marketing,Executive,3,1,3,1,1,3,75.0,High
E0065,Employee_65,HR,Manager,10,5,4,2,5,5,51.67,Medium
E0066,Employee_66,Finance,Staff,6,1,1,2,4,4,75.83,High
E0067,Employee_67,Sales,Senior Staff,5,4,1,5,3,5,60.83,Medium
E0068,Employee_68,Finance,Senior Staff,1,3,5,2,3,1,41.67,Medium
E0069,Employee_69,Sales,Executive,10,3,1,4,3,5,68.33,Medium
E0070,Employee_70,Marketing,Staff,10,2,4,3,5,2,45.83,Medium
E0071,Employee_71,Marketing,Entry Level,4,5,5,2,3,4,48.33,Medium
E0072,Employee_72,Marketing,Senior Staff,6,5,3,2,1,2,50.0,Medium
E0073,Employee_73,Sales,Executive,10,5,1,4,3,1,40.0,Medium
E0074,Employee_74,Finance,Entry Level,6,4,2,1,4,4,63.33,Medium
E0075,Employee_75,Marketing,Staff,4,5,1,1,1,3,65.0,Medium
E0076,Employee_76,Operations,Senior Staff,8,3,3,5,3,5,58.33,Medium
E0077,Employee_77,Sales,Entry Level,3,4,5,4,3,2,35.83,Low
E0078,Employee_78,Sales,Entry Level,10,1,3,3,2,1,55.83,Medium
E0079,Employee_79,Finance,Entry Level,2,5,2,3,5,3,45.0,Medium
